"","T_DIR","T_ID","EN-DIR"
"T_DIR",26.025641025641,6.89458689458689,2.63532763532764
"T_ID",5.47008547008547,23.8034188034188,2.65669515669516
"EN-DIR",1.83760683760684,2.63532763532764,28.0413105413105
