"","T_DIR","T_ID","EN-DIR"
"T_DIR",18.8271604938272,9.70017636684303,5.55555555555556
"T_ID",11.1552028218695,19.1358024691358,6.70194003527337
"EN-DIR",3.35097001763668,4.4973544973545,21.0758377425044
