"","T_DIR","T_ID","EN-DIR"
"T_DIR",24.656647528988,7.3032759202972,2.95508274231678
"T_ID",6.06214116852415,20.7953394123607,5.45705279747833
"EN-DIR",2.61454463582123,5.23471800067545,24.9211977935382
