"","T_DIR","T_ID","EN-DIR"
"T_DIR",21.5780998389694,12.2383252818035,5.79710144927536
"T_ID",8.53462157809984,14.8148148148148,5.95813204508857
"EN-DIR",3.22061191626409,6.28019323671498,21.5780998389694
