"","T_DIR","T_ID","EN-DIR"
"T_DIR",29.4248165215907,3.1063321385902,3.36234852363885
"T_ID",2.11640211640212,23.6729817374979,6.46868066222905
"EN-DIR",1.7921146953405,6.55401945724526,23.5023041474654
