"","T_DIR","T_ID","EN-DIR"
"T_DIR",21.6038056405029,10.0713557594292,2.93577981651376
"T_ID",9.140332993544,19.8097179748556,3.52701325178389
"EN-DIR",2.58919469928644,3.45225959904859,26.8705402650357
