"","T_DIR","T_ID","EN-DIR"
"T_DIR",24.2904290429043,8.28749541620829,2.68426842684268
"T_ID",7.48074807480748,20.6967363403007,4.73047304730473
"EN-DIR",1.56215621562156,4.34910157682435,25.9185918591859
