"","T_DIR","T_ID","EN-DIR"
"T_DIR",27.0883190883191,5.75498575498576,1.84045584045584
"T_ID",5.1965811965812,25.1452991452991,2.77492877492877
"EN-DIR",1.04843304843305,2.43304843304843,28.7179487179487
