"","T_DIR","T_ID","EN-DIR"
"T_DIR",21.6482164821648,8.85608856088561,4.3870438704387
"T_ID",9.19775864425311,20.5412054120541,5.1387180538472
"EN-DIR",2.4873582069154,3.9360393603936,23.8075714090474
