"","T_DIR","T_ID","EN-DIR"
"T_DIR",19.1626409017713,7.2463768115942,6.44122383252818
"T_ID",8.53462157809984,18.0354267310789,6.76328502415459
"EN-DIR",5.63607085346216,8.05152979066023,20.1288244766506
