"","T_DIR","T_ID","EN-DIR"
"T_DIR",27,6.34391534391535,1.12962962962963
"T_ID",5.57671957671958,22.7222222222222,4.08730158730159
"EN-DIR",0.756613756613757,4.26719576719577,28.1164021164021
