"","T_DIR","T_ID","EN-DIR"
"T_DIR",27.2869254796966,7.11178045515395,1.57295850066934
"T_ID",5.27666220437305,23.0644801427934,3.22958500669344
"EN-DIR",0.769745649263722,3.15707273538599,28.5307898259705
