"","T_DIR","T_ID","EN-DIR"
"T_DIR",23.3976884686105,9.20015760441292,2.51510375623851
"T_ID",8.81928027318098,19.5495140530602,4.04517993170475
"EN-DIR",1.1163645915419,4.58366167586026,26.7730496453901
