"","T_DIR","T_ID","EN-DIR"
"T_DIR",23.8000688322347,8.8211156116803,3.04715008074551
"T_ID",6.69261112434808,18.7197204352315,5.20477589812829
"EN-DIR",2.84065337675059,5.79249728642152,25.0814073544595
