"","T_DIR","T_ID","EN-DIR"
"T_DIR",23.340321453529,9.28721174004193,2.41090146750524
"T_ID",8.83298392732355,21.3347309573725,3.95527603074773
"EN-DIR",1.16002795248078,2.71139063591894,26.9671558350804
