"","T_DIR","T_ID","EN-DIR"
"T_DIR",21.6534391534392,9.73544973544973,6.46825396825397
"T_ID",7.71164021164021,20.7804232804233,4.00793650793651
"EN-DIR",3.96825396825397,2.81746031746032,22.8571428571429
